domain,NS,IP
LANDROVER,c0.nic.LANDROVER.,2a01:8840:70::57
LANDROVER,a0.nic.LANDROVER.,2a01:8840:6e::57
LAND,v2n0.nic.LAND.,2a01:8840:19::11
LAND,v2n1.nic.LAND.,2a01:8840:f5::11
LAND,v0n0.nic.LAND.,2a01:8840:16::11
LAND,v0n1.nic.LAND.,2a01:8840:17::11
LAND,v0n2.nic.LAND.,2a01:8840:18::11
LAND,v0n3.nic.LAND.,2a01:8840:f4::11
LATROBE,c.nic.LATROBE.,2001:dcd:3::9
LATROBE,x.nic.LATROBE.,2610:a1:1074::1:82
LATROBE,y.nic.LATROBE.,2610:a1:1075::1:82
LATROBE,z.nic.LATROBE.,2610:a1:1076::1:82
LATROBE,a.nic.LATROBE.,2001:dcd:1::9
LATROBE,b.nic.LATROBE.,2001:dcd:2::9
LAW,z.nic.LAW.,2610:a1:1076::1:82
LAW,a.nic.LAW.,2001:dcd:1::10
LAW,b.nic.LAW.,2001:dcd:2::10
LAW,c.nic.LAW.,2001:dcd:3::10
LAW,x.nic.LAW.,2610:a1:1074::1:82
LAW,y.nic.LAW.,2610:a1:1075::1:82
LECLERC,f.ext.nic.fr.,2001:67c:1010:11::53
LECLERC,g.ext.nic.fr.,2001:678:4c::1
LECLERC,d.nic.fr.,2001:678:c::1
LATINO,a0.nic.LATINO.,2a01:8840:5a::17
LATINO,a2.nic.LATINO.,2a01:8840:5d::17
LATINO,b0.nic.LATINO.,2a01:8840:5b::17
LATINO,c0.nic.LATINO.,2a01:8840:5c::17
LC,a0.cctld.afilias-nst.info.,2001:500:25::1
LC,a2.cctld.afilias-nst.info.,2001:500:44::1
LC,b0.cctld.afilias-nst.org.,2001:500:26::1
LC,b2.cctld.afilias-nst.org.,2001:500:4c::1
LC,d0.cctld.afilias-nst.org.,2001:500:28::1
LC,c0.cctld.afilias-nst.info.,2001:500:27::1
LAWYER,v0n3.nic.LAWYER.,2a01:8840:f6::14
LAWYER,v2n0.nic.LAWYER.,2a01:8840:1d::14
LAWYER,v0n0.nic.LAWYER.,2a01:8840:1a::14
LAWYER,v0n1.nic.LAWYER.,2a01:8840:1b::14
LAWYER,v2n1.nic.LAWYER.,2a01:8840:f7::14
LAWYER,v0n2.nic.LAWYER.,2a01:8840:1c::14
LASALLE,a0.nic.LASALLE.,2a01:8840:92::1
LASALLE,c0.nic.LASALLE.,2a01:8840:94::1
LASALLE,b0.nic.LASALLE.,2a01:8840:93::1
LASALLE,a2.nic.LASALLE.,2a01:8840:95::1
LEASE,v0n0.nic.LEASE.,2a01:8840:1a::62
LEASE,v2n0.nic.LEASE.,2a01:8840:1d::62
LEASE,v2n1.nic.LEASE.,2a01:8840:f7::62
LEASE,v0n2.nic.LEASE.,2a01:8840:1c::62
LEASE,v0n3.nic.LEASE.,2a01:8840:f6::62
LEASE,v0n1.nic.LEASE.,2a01:8840:1b::62
LEXUS,k.gmoregistry.net.,37.209.196.4
LEXUS,k.gmoregistry.net.,
LEXUS,b.gmoregistry.net.,2001:dcd:2::4
LEXUS,a.gmoregistry.net.,2001:dcd:1::4
LEXUS,l.gmoregistry.net.,2001:dcd:4::4
LEFRAK,a2.nic.LEFRAK.,2a01:8840:71::58
LEFRAK,a0.nic.LEFRAK.,2a01:8840:6e::58
LEFRAK,c0.nic.LEFRAK.,2a01:8840:70::58
LEFRAK,b0.nic.LEFRAK.,2a01:8840:6f::58
LEGAL,v0n0.nic.LEGAL.,2a01:8840:16::12
LEGAL,v0n2.nic.LEGAL.,2a01:8840:18::12
LEGAL,v0n3.nic.LEGAL.,2a01:8840:f4::12
LEGAL,v2n0.nic.LEGAL.,2a01:8840:19::12
LEGAL,v2n1.nic.LEGAL.,2a01:8840:f5::12
LEGAL,v0n1.nic.LEGAL.,2a01:8840:17::12
LDS,b0.nic.LDS.,2a01:8840:97::9
LDS,c0.nic.LDS.,2a01:8840:98::9
LDS,a0.nic.LDS.,2a01:8840:96::9
LDS,a2.nic.LDS.,2a01:8840:99::9
LIDL,b.nic.LIDL.,2a04:2b00:13cc::1:91
LIDL,d.nic.LIDL.,2a04:2b00:13ff::91
LIDL,c.nic.LIDL.,2a04:2b00:13ee::91
LIDL,a.nic.LIDL.,2001:67c:13cc::1:91
LEGO,v0n2.nic.LEGO.,2a01:8840:6c::14
LEGO,v0n3.nic.LEGO.,2a01:8840:108::14
LEGO,v2n0.nic.LEGO.,2a01:8840:6d::14
LEGO,v0n1.nic.LEGO.,2a01:8840:6b::14
LEGO,v0n0.nic.LEGO.,2a01:8840:6a::14
LEGO,v2n1.nic.LEGO.,2a01:8840:109::14
LI,d.nic.LI.,2001:678:20::40
LI,a.nic.LI.,2001:620:0:ff::57
LI,f.nic.LI.,2001:67c:1010:3::53
LI,b.nic.LI.,2001:620:0:ff::59
LI,e.nic.LI.,2001:678:3::1
LIFESTYLE,ns01.trs-dns.org.,185.159.197.3
LIFESTYLE,ns01.trs-dns.info.,185.159.198.3
LIFESTYLE,ns01.trs-dns.net.,64.96.2.1
LIFESTYLE,ns01.trs-dns.com.,64.96.1.1
LIFESTYLE,ns01.trs-dns.com.,2620:57:4001::1
LB,i.ns.LB.,2a01:3f0:0:306::53
LB,t.ns.LB.,2a05:f480:3000:205f:5400:4ff:fea4:e565
LB,w.ns.LB.,2001:200:0:2::53:1
LB,b.ns.LB.,2001:418:1::39
LB,n.ns.LB.,2001:700:0:503::aa:5302
LB,r.ns.LB.,2c0f:feb0:c:1::1:1
LB,s.ns.LB.,2c0f:feb0:2:1::1:8001
LB,m.ns.LB.,2001:19f0:7401:890d:5400:4ff:fea8:9ffa
LB,nabil.ns.LB.,2a05:e380:2:4::2
LIFEINSURANCE,a.nic.LIFEINSURANCE.,2001:dcd:1::9
LIFEINSURANCE,b.nic.LIFEINSURANCE.,2001:dcd:2::9
LIFEINSURANCE,ns1.dns.nic.LIFEINSURANCE.,2610:a1:1071::66
LIFEINSURANCE,c.nic.LIFEINSURANCE.,2001:dcd:3::9
LIFEINSURANCE,ns2.dns.nic.LIFEINSURANCE.,2610:a1:1072::66
LIFEINSURANCE,ns3.dns.nic.LIFEINSURANCE.,2610:a1:1073::66
LGBT,a2.nic.LGBT.,2a01:8840:25::1
LGBT,b0.nic.LGBT.,2a01:8840:23::1
LGBT,c0.nic.LGBT.,2a01:8840:24::1
LGBT,a0.nic.LGBT.,2a01:8840:22::1
LIFE,v0n3.nic.LIFE.,2a01:8840:f4::35
LIFE,v0n1.nic.LIFE.,2a01:8840:17::35
LIFE,v0n0.nic.LIFE.,2a01:8840:16::35
LIFE,v2n0.nic.LIFE.,2a01:8840:19::35
LIFE,v0n2.nic.LIFE.,2a01:8840:18::35
LIFE,v2n1.nic.LIFE.,2a01:8840:f5::35
LILLY,ns1.dns.nic.LILLY.,2610:a1:1071::68
LILLY,b.nic.LILLY.,2001:dcd:2::9
LILLY,ns3.dns.nic.LILLY.,2610:a1:1073::68
LILLY,a.nic.LILLY.,2001:dcd:1::9
LILLY,ns2.dns.nic.LILLY.,2610:a1:1072::68
LILLY,c.nic.LILLY.,2001:dcd:3::9
LINCOLN,ns3.dns.nic.LINCOLN.,2610:a1:1073::69
LINCOLN,b.nic.LINCOLN.,2001:dcd:2::9
LINCOLN,a.nic.LINCOLN.,2001:dcd:1::9
LINCOLN,c.nic.LINCOLN.,2001:dcd:3::9
LINCOLN,ns2.dns.nic.LINCOLN.,2610:a1:1072::69
LINCOLN,ns1.dns.nic.LINCOLN.,2610:a1:1071::69
LIGHTING,v0n0.nic.LIGHTING.,2a01:8840:22::52
LIGHTING,v0n2.nic.LIGHTING.,2a01:8840:24::52
LIGHTING,v2n0.nic.LIGHTING.,2a01:8840:25::52
LIGHTING,v0n1.nic.LIGHTING.,2a01:8840:23::52
LIGHTING,v0n3.nic.LIGHTING.,2a01:8840:fa::52
LIGHTING,v2n1.nic.LIGHTING.,2a01:8840:fb::52
LINK,ns01.trs-dns.com.,64.96.1.1
LINK,ns01.trs-dns.info.,185.159.198.3
LINK,ns01.trs-dns.org.,185.159.197.3
LINK,ns01.trs-dns.net.,64.96.2.1
LINK,ns01.trs-dns.net.,
LIMO,v0n1.nic.LIMO.,2a01:8840:17::30
LIMO,v0n0.nic.LIMO.,2a01:8840:16::30
LIMO,v0n2.nic.LIMO.,2a01:8840:18::30
LIMO,v2n0.nic.LIMO.,2a01:8840:19::30
LIMO,v0n3.nic.LIMO.,2a01:8840:f4::30
LIMO,v2n1.nic.LIMO.,2a01:8840:f5::30
LIVING,ns01.trs-dns.com.,64.96.1.1
LIVING,ns01.trs-dns.org.,185.159.197.3
LIVING,ns01.trs-dns.net.,64.96.2.1
LIVING,ns01.trs-dns.info.,185.159.198.3
LIVING,ns01.trs-dns.info.,2620:10a:80ab::3
LIVE,v0n0.nic.LIVE.,2a01:8840:16::1
LIVE,v0n2.nic.LIVE.,2a01:8840:18::1
LIVE,v2n1.nic.LIVE.,2a01:8840:f5::1
LIVE,v2n0.nic.LIVE.,2a01:8840:19::1
LIVE,v0n1.nic.LIVE.,2a01:8840:17::1
LIVE,v0n3.nic.LIVE.,2a01:8840:f4::1
LIMITED,v2n1.nic.LIMITED.,2a01:8840:f9::52
LIMITED,v0n1.nic.LIMITED.,2a01:8840:1f::52
LIMITED,v0n0.nic.LIMITED.,2a01:8840:1e::52
LIMITED,v0n2.nic.LIMITED.,2a01:8840:20::52
LIMITED,v0n3.nic.LIMITED.,2a01:8840:f8::52
LIMITED,v2n0.nic.LIMITED.,2a01:8840:21::52
LIKE,dnsb.nic.LIKE.,2001:502:2eda::3
LIKE,dns1.nic.LIKE.,2a01:618:402::72
LIKE,dns3.nic.LIKE.,2a01:618:406::72
LIKE,dns4.nic.LIKE.,2401:fd80:406::72
LIKE,dnsd.nic.LIKE.,2610:a1:1010::3
LIKE,dnsa.nic.LIKE.,2001:502:ad09::3
LIKE,dnsc.nic.LIKE.,2610:a1:1009::3
LIKE,dns2.nic.LIKE.,2401:fd80:402::72
LLP,c.nic.LLP.,2a04:2b00:13ee::157
LLP,d.nic.LLP.,2a04:2b00:13ff::157
LLP,a.nic.LLP.,2001:67c:13cc::1:157
LLP,b.nic.LLP.,2a04:2b00:13cc::1:157
LOCKER,ns01.trs-dns.com.,64.96.1.1
LOCKER,ns01.trs-dns.net.,64.96.2.1
LOCKER,ns01.trs-dns.net.,
LOCKER,ns01.trs-dns.org.,2620:10a:80aa::3
LOCKER,ns01.trs-dns.info.,2620:10a:80ab::3
LLC,c0.nic.LLC.,2a01:8840:28::9
LLC,a0.nic.LLC.,2a01:8840:26::9
LLC,b0.nic.LLC.,2a01:8840:27::9
LLC,a2.nic.LLC.,2a01:8840:29::9
LOL,c.nic.LOL.,2a04:2b00:13ee::146
LOL,d.nic.LOL.,2a04:2b00:13ff::146
LOL,a.nic.LOL.,2001:67c:13cc::1:146
LOL,b.nic.LOL.,2a04:2b00:13cc::1:146
LOAN,b.nic.LOAN.,2001:dcd:2::10
LOAN,a.nic.LOAN.,2001:dcd:1::10
LOAN,c.nic.LOAN.,2001:dcd:3::10
LOAN,ns2.dns.nic.LOAN.,2610:a1:1072::6a
LOAN,ns1.dns.nic.LOAN.,2610:a1:1071::6a
LOAN,ns3.dns.nic.LOAN.,2610:a1:1073::6a
LIPSY,c0.nic.LIPSY.,2a01:8840:70::59
LIPSY,a0.nic.LIPSY.,2a01:8840:6e::59
LIPSY,a2.nic.LIPSY.,2a01:8840:71::59
LIPSY,b0.nic.LIPSY.,2a01:8840:6f::59
LONDON,c.nic.LONDON.,2a04:2b00:13ee::141
LONDON,d.nic.LONDON.,2a04:2b00:13ff::141
LONDON,b.nic.LONDON.,2a04:2b00:13cc::1:141
LONDON,a.nic.LONDON.,2001:67c:13cc::1:141
LOTTE,a.gmoregistry.net.,37.209.192.4
LOTTE,b.gmoregistry.net.,37.209.194.4
LOTTE,k.gmoregistry.net.,37.209.196.4
LOTTE,l.gmoregistry.net.,37.209.198.4
LOTTE,l.gmoregistry.net.,2001:dcd:4::4
LOVE,ns01.trs-dns.info.,185.159.198.3
LOVE,ns01.trs-dns.com.,64.96.1.1
LOVE,ns01.trs-dns.net.,64.96.2.1
LOVE,ns01.trs-dns.org.,185.159.197.3
LOVE,ns01.trs-dns.org.,2620:10a:80aa::3
LPLFINANCIAL,b.nic.LPLFINANCIAL.,2a04:2b00:13cc::1:93
LPLFINANCIAL,c.nic.LPLFINANCIAL.,2a04:2b00:13ee::93
LPLFINANCIAL,d.nic.LPLFINANCIAL.,2a04:2b00:13ff::93
LPLFINANCIAL,a.nic.LPLFINANCIAL.,2001:67c:13cc::1:93
LOANS,v0n3.nic.LOANS.,2a01:8840:f6::55
LOANS,v0n2.nic.LOANS.,2a01:8840:1c::55
LOANS,v2n1.nic.LOANS.,2a01:8840:f7::55
LOANS,v0n0.nic.LOANS.,2a01:8840:1a::55
LOANS,v2n0.nic.LOANS.,2a01:8840:1d::55
LOANS,v0n1.nic.LOANS.,2a01:8840:1b::55
LOTTO,a2.nic.LOTTO.,2a01:8840:21::25
LOTTO,a0.nic.LOTTO.,2a01:8840:1e::25
LOTTO,c0.nic.LOTTO.,2a01:8840:20::25
LOTTO,b0.nic.LOTTO.,2a01:8840:1f::25
LPL,d.nic.LPL.,2a04:2b00:13ff::92
LPL,a.nic.LPL.,2001:67c:13cc::1:92
LPL,c.nic.LPL.,2a04:2b00:13ee::92
LPL,b.nic.LPL.,2a04:2b00:13cc::1:92
LR,ns-lr.afrinic.net.,2001:43f8:120::61
LR,rip.psg.com.,2001:418:1::39
LR,fork.sth.dnsnode.net.,2a01:3f0:0:306::53
LK,c.nic.LK.,203.143.29.3
LK,t.nic.LK.,203.94.66.129
LK,ns1.ac.LK.,192.248.1.162
LK,z.nic.LK.,185.38.108.108
LK,p.nic.LK.,204.61.216.27
LK,pendragon.cs.purdue.edu.,128.10.2.5
LK,m.nic.LK.,202.129.235.229
LK,d.nic.LK.,123.231.6.18
LK,d.nic.LK.,2402:4000:479:c5::a
LTD,v2n0.nic.LTD.,2a01:8840:21::2
LTD,v2n1.nic.LTD.,2a01:8840:f9::2
LTD,v0n0.nic.LTD.,2a01:8840:1e::2
LTD,v0n1.nic.LTD.,2a01:8840:1f::2
LTD,v0n2.nic.LTD.,2a01:8840:20::2
LTD,v0n3.nic.LTD.,2a01:8840:f8::2
LUXURY,b.nic.LUXURY.,2a04:2b00:13cc::1:98
LUXURY,c.nic.LUXURY.,2a04:2b00:13ee::98
LUXURY,d.nic.LUXURY.,2a04:2b00:13ff::98
LUXURY,a.nic.LUXURY.,2001:67c:13cc::1:98
LUXE,b.nic.LUXE.,2001:dcd:2::10
LUXE,c.nic.LUXE.,2001:dcd:3::10
LUXE,x.nic.LUXE.,2610:a1:1074::1:82
LUXE,y.nic.LUXE.,2610:a1:1075::1:82
LUXE,z.nic.LUXE.,2610:a1:1076::1:82
LUXE,a.nic.LUXE.,2001:dcd:1::10
LOCUS,dnsb.nic.LOCUS.,2001:502:2eda::3
LOCUS,dns1.nic.LOCUS.,2a01:618:403::11
LOCUS,dns2.nic.LOCUS.,2401:fd80:403::11
LOCUS,dns3.nic.LOCUS.,2a01:618:407::11
LOCUS,dnsa.nic.LOCUS.,2001:502:ad09::3
LOCUS,dns4.nic.LOCUS.,2401:fd80:407::11
LOCUS,dnsc.nic.LOCUS.,2610:a1:1009::3
LOCUS,dnsd.nic.LOCUS.,2610:a1:1010::3
LS,ns2.nic.LS.,196.11.175.1
LS,ns-ls.afrinic.net.,196.216.168.70
LS,ls-ns.anycast.pch.net.,204.61.216.28
LS,ns1.nic.LS.,196.43.249.1
LS,ns1.nic.LS.,
LUNDBECK,b0.nic.LUNDBECK.,2a01:8840:6f::60
LUNDBECK,c0.nic.LUNDBECK.,2a01:8840:70::60
LUNDBECK,a0.nic.LUNDBECK.,2a01:8840:6e::60
LUNDBECK,a2.nic.LUNDBECK.,2a01:8840:71::60
MADRID,anycast10.irondns.net.,2a01:5b0:4::c
MADRID,anycast23.irondns.net.,2a01:5b0:5::b
MADRID,anycast9.irondns.net.,2a01:5b0:4::b
MADRID,anycast24.irondns.net.,2a01:5b0:5::c
LTDA,b0.nic.LTDA.,2a01:8840:73::17
LTDA,a0.nic.LTDA.,2a01:8840:72::17
LTDA,a2.nic.LTDA.,2a01:8840:75::17
LTDA,c0.nic.LTDA.,2a01:8840:74::17
LV,b.nic.LV.,92.240.70.1
LV,b.nic.LV.,
LV,nu.nic.LV.,2a01:3f0:0:312::53
LV,n.nic.LV.,2001:67c:1010:38::53
LV,d.nic.LV.,2001:678:b:1::1
LV,sunic.sunet.se.,2001:6b0:7::2
LV,a.nic.LV.,2001:678:7c::7c
LU,p.dns.LU.,2001:678:60::42:42
LU,k.dns.LU.,2001:678:4::d
LU,j.dns.LU.,2a01:3f0:0:307::53
LU,i.dns.LU.,2001:67c:1010:16::53
LU,g.dns.LU.,2001:678:1b:5::5
LU,ns1.dns.LU.,2001:a18:4:1::18
MAN,anycast10.irondns.net.,2a01:5b0:4::c
MAN,anycast23.irondns.net.,2a01:5b0:5::b
MAN,anycast9.irondns.net.,2a01:5b0:4::b
MAN,anycast24.irondns.net.,2a01:5b0:5::c
LT,e.tld.LT.,194.0.18.1
LT,f.tld.LT.,194.0.19.1
LT,a.tld.LT.,195.8.218.131
LT,b.tld.LT.,194.0.20.1
LT,b.tld.LT.,2001:678:19::1
LT,c.tld.LT.,2001:678:4::4
LT,d.tld.LT.,2001:678:6::1
MAKEUP,c.nic.MAKEUP.,2a04:2b00:13ee::116
MAKEUP,d.nic.MAKEUP.,2a04:2b00:13ff::116
MAKEUP,a.nic.MAKEUP.,2001:67c:13cc::1:116
MAKEUP,b.nic.MAKEUP.,2a04:2b00:13cc::1:116
MANGO,anycast24.irondns.net.,2a01:5b0:5::c
MANGO,anycast10.irondns.net.,2a01:5b0:4::c
MANGO,anycast23.irondns.net.,2a01:5b0:5::b
MANGO,anycast9.irondns.net.,2a01:5b0:4::b
MAISON,v0n3.nic.MAISON.,2a01:8840:f8::33
MAISON,v0n1.nic.MAISON.,2a01:8840:1f::33
MAISON,v2n1.nic.MAISON.,2a01:8840:f9::33
MAISON,v0n2.nic.MAISON.,2a01:8840:20::33
MAISON,v2n0.nic.MAISON.,2a01:8840:21::33
MAISON,v0n0.nic.MAISON.,2a01:8840:1e::33
MAP,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
MAP,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
MAP,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
MAP,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
MAP,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
MAIF,v0n3.nic.MAIF.,2a01:8840:108::5
MAIF,v2n0.nic.MAIF.,2a01:8840:6d::5
MAIF,v0n1.nic.MAIF.,2a01:8840:6b::5
MAIF,v0n0.nic.MAIF.,2a01:8840:6a::5
MAIF,v2n1.nic.MAIF.,2a01:8840:109::5
MAIF,v0n2.nic.MAIF.,2a01:8840:6c::5
MANAGEMENT,v0n0.nic.MANAGEMENT.,2a01:8840:16::14
MANAGEMENT,v0n3.nic.MANAGEMENT.,2a01:8840:f4::14
MANAGEMENT,v0n1.nic.MANAGEMENT.,2a01:8840:17::14
MANAGEMENT,v2n1.nic.MANAGEMENT.,2a01:8840:f5::14
MANAGEMENT,v0n2.nic.MANAGEMENT.,2a01:8840:18::14
MANAGEMENT,v2n0.nic.MANAGEMENT.,2a01:8840:19::14
LY,phloem.uoregon.edu.,128.223.32.35
LY,dns1.lttnet.net.,62.68.42.9
LY,ns-ly.afrinic.net.,196.216.168.24
LY,pch.ltt.LY.,204.61.216.67
LY,dns.lttnet.net.,62.240.36.9
LY,dns.lttnet.net.,
MARKETING,v2n1.nic.MARKETING.,2a01:8840:f5::6
MARKETING,v0n1.nic.MARKETING.,2a01:8840:17::6
MARKETING,v0n2.nic.MARKETING.,2a01:8840:18::6
MARKETING,v0n0.nic.MARKETING.,2a01:8840:16::6
MARKETING,v2n0.nic.MARKETING.,2a01:8840:19::6
MARKETING,v0n3.nic.MARKETING.,2a01:8840:f4::6
MARSHALLS,ns1.dns.nic.MARSHALLS.,2610:a1:1071::6c
MARSHALLS,b.nic.MARSHALLS.,2001:dcd:2::9
MARSHALLS,ns3.dns.nic.MARSHALLS.,2610:a1:1073::6c
MARSHALLS,a.nic.MARSHALLS.,2001:dcd:1::9
MARSHALLS,ns2.dns.nic.MARSHALLS.,2610:a1:1072::6c
MARSHALLS,c.nic.MARSHALLS.,2001:dcd:3::9
MARKET,v2n0.nic.MARKET.,2a01:8840:19::8
MARKET,v0n2.nic.MARKET.,2a01:8840:18::8
MARKET,v0n0.nic.MARKET.,2a01:8840:16::8
MARKET,v0n3.nic.MARKET.,2a01:8840:f4::8
MARKET,v2n1.nic.MARKET.,2a01:8840:f5::8
MARKET,v0n1.nic.MARKET.,2a01:8840:17::8
MARKETS,v2n1.nic.MARKETS.,2a01:8840:fb::65
MARKETS,v0n0.nic.MARKETS.,2a01:8840:22::65
MARKETS,v0n1.nic.MARKETS.,2a01:8840:23::65
MARKETS,v0n2.nic.MARKETS.,2a01:8840:24::65
MARKETS,v0n3.nic.MARKETS.,2a01:8840:fa::65
MARKETS,v2n0.nic.MARKETS.,2a01:8840:25::65
MATTEL,c.nic.MATTEL.,2001:dcd:3::9
MATTEL,ns3.dns.nic.MATTEL.,2610:a1:1073::6d
MATTEL,a.nic.MATTEL.,2001:dcd:1::9
MATTEL,b.nic.MATTEL.,2001:dcd:2::9
MATTEL,ns2.dns.nic.MATTEL.,2610:a1:1072::6d
MATTEL,ns1.dns.nic.MATTEL.,2610:a1:1071::6d
MARRIOTT,a2.nic.MARRIOTT.,2a01:8840:e9::9
MARRIOTT,a0.nic.MARRIOTT.,2a01:8840:e6::9
MARRIOTT,c0.nic.MARRIOTT.,2a01:8840:e8::9
MARRIOTT,b0.nic.MARRIOTT.,2a01:8840:e7::9
MA,dns.inria.fr.,193.51.208.13
MA,d.tld.MA.,81.192.171.116
MA,d.tld.MA.,81.192.171.140
MA,a.tld.MA.,81.192.171.131
MA,a.tld.MA.,81.192.171.83
MA,b.tld.MA.,81.192.171.132
MA,b.tld.MA.,81.192.171.84
MA,f.tld.MA.,41.214.240.4
MA,ns-ma.nic.fr.,194.0.9.1
MA,c.tld.MA.,81.192.171.139
MA,c.tld.MA.,81.192.171.115
MA,e.tld.MA.,105.73.80.236
MA,e.tld.MA.,
MBA,v0n0.nic.MBA.,2a01:8840:1a::59
MBA,v0n1.nic.MBA.,2a01:8840:1b::59
MBA,v2n1.nic.MBA.,2a01:8840:f7::59
MBA,v0n2.nic.MBA.,2a01:8840:1c::59
MBA,v2n0.nic.MBA.,2a01:8840:1d::59
MBA,v0n3.nic.MBA.,2a01:8840:f6::59
ME,c0.nic.ME.,2001:500:55::1
ME,b2.nic.ME.,2001:500:4f::1
ME,a0.nic.ME.,2001:500:53::1
ME,a2.nic.ME.,2001:500:47::1
ME,b0.nic.ME.,2001:500:54::1
MEET,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
MEET,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
MEET,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
MEET,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
MEET,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
MEDIA,v2n0.nic.MEDIA.,2a01:8840:19::3
MEDIA,v0n0.nic.MEDIA.,2a01:8840:16::3
MEDIA,v2n1.nic.MEDIA.,2a01:8840:f5::3
MEDIA,v0n1.nic.MEDIA.,2a01:8840:17::3
MEDIA,v0n3.nic.MEDIA.,2a01:8840:f4::3
MEDIA,v0n2.nic.MEDIA.,2a01:8840:18::3
MCKINSEY,a2.nic.MCKINSEY.,2a01:8840:e9::25
MCKINSEY,c0.nic.MCKINSEY.,2a01:8840:e8::25
MCKINSEY,b0.nic.MCKINSEY.,2a01:8840:e7::25
MCKINSEY,a0.nic.MCKINSEY.,2a01:8840:e6::25
MELBOURNE,b.nic.MELBOURNE.,2001:dcd:2::10
MELBOURNE,c.nic.MELBOURNE.,2001:dcd:3::10
MELBOURNE,x.nic.MELBOURNE.,2610:a1:1074::1:82
MELBOURNE,y.nic.MELBOURNE.,2610:a1:1075::1:82
MELBOURNE,z.nic.MELBOURNE.,2610:a1:1076::1:82
MELBOURNE,a.nic.MELBOURNE.,2001:dcd:1::10
MEME,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
MEME,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
MEME,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
MEME,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
MEME,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
MD,h.root-servers.net.,2001:500:1::53
MD,d.root-servers.net.,2001:500:2d::d
MD,k.root-servers.net.,2001:7fd::1
MD,e.root-servers.net.,2001:500:a8::e
MD,a.root-servers.net.,2001:503:ba3e::2:30
MD,m.root-servers.net.,2001:dc3::35
MD,b.root-servers.net.,2801:1b8:10::b
MD,j.root-servers.net.,2001:503:c27::2:30
MD,c.root-servers.net.,2001:500:2::c
MD,l.root-servers.net.,2001:500:9f::42
MD,f.root-servers.net.,2001:500:2f::f
MD,i.root-servers.net.,2001:7fe::53
MD,g.root-servers.net.,2001:500:12::d0d
MEN,z.nic.MEN.,2610:a1:1076::1:82
MEN,a.nic.MEN.,2001:dcd:1::10
MEN,c.nic.MEN.,2001:dcd:3::10
MEN,x.nic.MEN.,2610:a1:1074::1:82
MEN,b.nic.MEN.,2001:dcd:2::10
MEN,y.nic.MEN.,2610:a1:1075::1:82
MC,ns1.nic.MC.,185.243.3.205
MC,ns2.nic.MC.,13.36.89.111
MC,ns3.nic.MC.,15.237.153.29
MC,mc.cctld.authdns.ripe.net.,193.0.9.92
MC,mc.cctld.authdns.ripe.net.,2001:67c:e0::92
MENU,y.nic.MENU.,2610:a1:1075::1:82
MENU,z.nic.MENU.,2610:a1:1076::1:82
MENU,a.nic.MENU.,2001:dcd:1::10
MENU,c.nic.MENU.,2001:dcd:3::10
MENU,x.nic.MENU.,2610:a1:1074::1:82
MENU,b.nic.MENU.,2001:dcd:2::10
MERCKMSD,x.nic.MERCKMSD.,2610:a1:1074::1:82
MERCKMSD,a.nic.MERCKMSD.,2001:dcd:1::9
MERCKMSD,c.nic.MERCKMSD.,2001:dcd:3::9
MERCKMSD,b.nic.MERCKMSD.,2001:dcd:2::9
MERCKMSD,z.nic.MERCKMSD.,2610:a1:1076::1:82
MERCKMSD,y.nic.MERCKMSD.,2610:a1:1075::1:82
MED,dns1.nic.MED.,2a01:618:403::124
MED,dnsc.nic.MED.,2610:a1:1009::3
MED,dns4.nic.MED.,2401:fd80:407::124
MED,dns2.nic.MED.,2401:fd80:403::124
MED,dnsa.nic.MED.,2001:502:ad09::3
MED,dnsd.nic.MED.,2610:a1:1010::3
MED,dns3.nic.MED.,2a01:618:407::124
MED,dnsb.nic.MED.,2001:502:2eda::3
MIAMI,z.nic.MIAMI.,2610:a1:1076::1:82
MIAMI,a.nic.MIAMI.,2001:dcd:1::10
MIAMI,x.nic.MIAMI.,2610:a1:1074::1:82
MIAMI,y.nic.MIAMI.,2610:a1:1075::1:82
MIAMI,b.nic.MIAMI.,2001:dcd:2::10
MIAMI,c.nic.MIAMI.,2001:dcd:3::10
MEMORIAL,v2n0.nic.MEMORIAL.,2a01:8840:25::64
MEMORIAL,v0n1.nic.MEMORIAL.,2a01:8840:23::64
MEMORIAL,v0n3.nic.MEMORIAL.,2a01:8840:fa::64
