domain,NS,IP
SMILE,dns2.nic.SMILE.,2401:fd80:402::81
SMILE,dns3.nic.SMILE.,2a01:618:406::81
SOFTWARE,v2n1.nic.SOFTWARE.,2a01:8840:fb::10
SOFTWARE,v0n3.nic.SOFTWARE.,2a01:8840:fa::10
SOFTWARE,v0n0.nic.SOFTWARE.,2a01:8840:22::10
SOFTWARE,v0n1.nic.SOFTWARE.,2a01:8840:23::10
SOFTWARE,v0n2.nic.SOFTWARE.,2a01:8840:24::10
SOFTWARE,v2n0.nic.SOFTWARE.,2a01:8840:25::10
SOCCER,v2n0.nic.SOCCER.,2a01:8840:25::58
SOCCER,v0n3.nic.SOCCER.,2a01:8840:fa::58
SOCCER,v0n1.nic.SOCCER.,2a01:8840:23::58
SOCCER,v0n2.nic.SOCCER.,2a01:8840:24::58
SOCCER,v0n0.nic.SOCCER.,2a01:8840:22::58
SOCCER,v2n1.nic.SOCCER.,2a01:8840:fb::58
SONY,b.gmoregistry.net.,37.209.194.4
SONY,a.gmoregistry.net.,37.209.192.4
SONY,l.gmoregistry.net.,37.209.198.4
SONY,k.gmoregistry.net.,37.209.196.4
SONY,k.gmoregistry.net.,
SONG,ns2.dns.nic.SONG.,2610:a1:1072::99
SONG,a.nic.SONG.,2001:dcd:1::10
SONG,b.nic.SONG.,2001:dcd:2::10
SONG,c.nic.SONG.,2001:dcd:3::10
SONG,ns1.dns.nic.SONG.,2610:a1:1071::99
SONG,ns3.dns.nic.SONG.,2610:a1:1073::99
SOLUTIONS,v0n3.nic.SOLUTIONS.,2a01:8840:fa::2
SOLUTIONS,v0n1.nic.SOLUTIONS.,2a01:8840:23::2
SOLUTIONS,v0n2.nic.SOLUTIONS.,2a01:8840:24::2
SOLUTIONS,v2n1.nic.SOLUTIONS.,2a01:8840:fb::2
SOLUTIONS,v0n0.nic.SOLUTIONS.,2a01:8840:22::2
SOLUTIONS,v2n0.nic.SOLUTIONS.,2a01:8840:25::2
SOHU,g.zdnscloud.com.,223.72.199.37
SOHU,i.zdnscloud.com.,
SOHU,j.zdnscloud.com.,
SOHU,a.zdnscloud.com.,203.99.24.1
SOHU,b.zdnscloud.com.,203.99.25.1
SOHU,c.zdnscloud.com.,203.99.26.1
SOHU,d.zdnscloud.com.,203.99.27.1
SOHU,f.zdnscloud.com.,116.169.54.111
SOHU,f.zdnscloud.com.,
SOY,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
SOY,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
SOY,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
SOY,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
SOY,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
SOLAR,v0n0.nic.SOLAR.,2a01:8840:16::51
SOLAR,v2n0.nic.SOLAR.,2a01:8840:19::51
SOLAR,v2n1.nic.SOLAR.,2a01:8840:f5::51
SOLAR,v0n2.nic.SOLAR.,2a01:8840:18::51
SOLAR,v0n1.nic.SOLAR.,2a01:8840:17::51
SOLAR,v0n3.nic.SOLAR.,2a01:8840:f4::51
SPORT,anycast9.irondns.net.,2a01:5b0:4::b
SPORT,anycast24.irondns.net.,2a01:5b0:5::c
SPORT,anycast10.irondns.net.,2a01:5b0:4::c
SPORT,anycast23.irondns.net.,2a01:5b0:5::b
SR,ns2.nic.SR.,2803:ff40:a000:2501:168:195:216:2
SR,ns1.nic.SR.,2803:ff40:a251:0:168:195:219:2
SPACE,a.nic.SPACE.,2001:67c:13cc::1:51
SPACE,b.nic.SPACE.,2a04:2b00:13cc::1:51
SPACE,e.nic.SPACE.,2a04:2b00:13ee::51
SPACE,f.nic.SPACE.,2a04:2b00:13ff::51
SPACE,g.nic.SPACE.,2600:1480:5809::a0
SPA,a0.nic.SPA.,2a01:8840:2e::17
SPA,a2.nic.SPA.,2a01:8840:31::17
SPA,b0.nic.SPA.,2a01:8840:2f::17
SPA,c0.nic.SPA.,2a01:8840:30::17
SS,ssnic.anycastdns.cz.,185.38.108.108
SS,ssnic.anycastdns.cz.,185.28.194.194
SS,ssnic.anycastdns.cz.,
SS,pch.nic.SS.,2001:500:14:6130:ad::1
SS,ns-ss.afrinic.net.,2001:43f8:120::27
SN,ns.ucad.SN.,196.1.95.1
SN,dns-tld.ird.fr.,13.39.116.127
SN,ns-sn.nic.fr.,194.0.9.1
SN,ns1.sonatel.SN.,213.154.64.11
SN,ns1.sonatel.SN.,
SN,sn.cctld.authdns.ripe.net.,2001:67c:e0::111
SRL,a0.nic.SRL.,2a01:8840:4e::33
SRL,c0.nic.SRL.,2a01:8840:50::33
SRL,b0.nic.SRL.,2a01:8840:4f::33
SRL,a2.nic.SRL.,2a01:8840:51::33
STAPLES,b.nic.STAPLES.,2001:dcd:2::9
STAPLES,ns2.dns.nic.STAPLES.,2610:a1:1072::1:4f
STAPLES,ns1.dns.nic.STAPLES.,2610:a1:1071::1:4f
STAPLES,a.nic.STAPLES.,2001:dcd:1::9
STAPLES,ns3.dns.nic.STAPLES.,2610:a1:1073::1:4f
STAPLES,c.nic.STAPLES.,2001:dcd:3::9
SPOT,dns2.nic.SPOT.,2401:fd80:402::82
SPOT,dns4.nic.SPOT.,2401:fd80:406::82
SPOT,dnsc.nic.SPOT.,2610:a1:1009::3
SPOT,dnsb.nic.SPOT.,2001:502:2eda::3
SPOT,dns3.nic.SPOT.,2a01:618:406::82
SPOT,dnsd.nic.SPOT.,2610:a1:1010::3
SPOT,dns1.nic.SPOT.,2a01:618:402::82
SPOT,dnsa.nic.SPOT.,2001:502:ad09::3
STC,a.nic.STC.,2001:67c:13cc::1:29
STC,b.nic.STC.,2a04:2b00:13cc::1:29
STC,c.nic.STC.,2a04:2b00:13ee::29
STC,d.nic.STC.,2a04:2b00:13ff::29
STCGROUP,c.nic.STCGROUP.,2a04:2b00:13ee::46
STCGROUP,a.nic.STCGROUP.,2001:67c:13cc::1:46
STCGROUP,d.nic.STCGROUP.,2a04:2b00:13ff::46
STCGROUP,b.nic.STCGROUP.,2a04:2b00:13cc::1:46
ST,ns1.bahnhof.net.,2001:9b0:1:104:250:56ff:feb7:5c51
ST,west-2.dns-us.ST.,2600:1f14:15:cb00:c08f:baeb:bf79:c730
ST,dns-st.bahnhof.net.,2001:9b0:1:601:250:56ff:feb7:46
ST,southeast-2.dns-au.ST.,2406:da1c:306:4700:d0cf:a4f8:f1c7:249e
STATEFARM,b.nic.STATEFARM.,2001:dcd:2::9
STATEFARM,a.nic.STATEFARM.,2001:dcd:1::9
STATEFARM,ns1.dns.nic.STATEFARM.,2610:a1:1071::9a
STATEFARM,ns3.dns.nic.STATEFARM.,2610:a1:1073::9a
STATEFARM,ns2.dns.nic.STATEFARM.,2610:a1:1072::9a
STATEFARM,c.nic.STATEFARM.,2001:dcd:3::9
STADA,c0.nic.STADA.,2a01:8840:9c::25
STADA,b0.nic.STADA.,2a01:8840:9b::25
STADA,a0.nic.STADA.,2a01:8840:9a::25
STADA,a2.nic.STADA.,2a01:8840:9d::25
STAR,c0.nic.STAR.,2a01:8840:38::9
STAR,a0.nic.STAR.,2a01:8840:36::9
STAR,a2.nic.STAR.,2a01:8840:39::9
STAR,b0.nic.STAR.,2a01:8840:37::9
STATEBANK,a2.nic.STATEBANK.,2a01:8840:ad::1
STATEBANK,b0.nic.STATEBANK.,2a01:8840:ab::1
STATEBANK,c0.nic.STATEBANK.,2a01:8840:ac::1
STATEBANK,a0.nic.STATEBANK.,2a01:8840:aa::1
STORAGE,c.nic.STORAGE.,2a04:2b00:13ee::55
STORAGE,a.nic.STORAGE.,2001:67c:13cc::1:55
STORAGE,b.nic.STORAGE.,2a04:2b00:13cc::1:55
STORAGE,d.nic.STORAGE.,2a04:2b00:13ff::55
STORE,a.nic.STORE.,2001:67c:13cc::1:45
STORE,b.nic.STORE.,2a04:2b00:13cc::1:45
STORE,e.nic.STORE.,2a04:2b00:13ee::45
STORE,f.nic.STORE.,2a04:2b00:13ff::45
STREAM,ns1.dns.nic.STREAM.,2610:a1:1071::1:32
STREAM,ns2.dns.nic.STREAM.,2610:a1:1072::1:32
STREAM,ns3.dns.nic.STREAM.,2610:a1:1073::1:32
STREAM,a.nic.STREAM.,2001:dcd:1::10
STREAM,b.nic.STREAM.,2001:dcd:2::10
STREAM,c.nic.STREAM.,2001:dcd:3::10
STUDIO,v0n1.nic.STUDIO.,2a01:8840:1f::3
STUDIO,v0n0.nic.STUDIO.,2a01:8840:1e::3
STUDIO,v0n2.nic.STUDIO.,2a01:8840:20::3
STUDIO,v0n3.nic.STUDIO.,2a01:8840:f8::3
STUDIO,v2n0.nic.STUDIO.,2a01:8840:21::3
STUDIO,v2n1.nic.STUDIO.,2a01:8840:f9::3
STUDY,z.nic.STUDY.,2610:a1:1076::1:82
STUDY,c.nic.STUDY.,2001:dcd:3::10
STUDY,b.nic.STUDY.,2001:dcd:2::10
STUDY,y.nic.STUDY.,2610:a1:1075::1:82
STUDY,x.nic.STUDY.,2610:a1:1074::1:82
STUDY,a.nic.STUDY.,2001:dcd:1::10
STYLE,v2n0.nic.STYLE.,2a01:8840:25::46
STYLE,v2n1.nic.STYLE.,2a01:8840:fb::46
STYLE,v0n0.nic.STYLE.,2a01:8840:22::46
STYLE,v0n1.nic.STYLE.,2a01:8840:23::46
STYLE,v0n2.nic.STYLE.,2a01:8840:24::46
STYLE,v0n3.nic.STYLE.,2a01:8840:fa::46
STOCKHOLM,c0.nic.STOCKHOLM.,2a01:8840:d8::41
STOCKHOLM,b0.nic.STOCKHOLM.,2a01:8840:d7::41
STOCKHOLM,a0.nic.STOCKHOLM.,2a01:8840:d6::41
STOCKHOLM,a2.nic.STOCKHOLM.,2a01:8840:d9::41
SUCKS,z.nic.SUCKS.,2610:a1:1076::1:82
SUCKS,a.nic.SUCKS.,2001:dcd:1::10
SUCKS,c.nic.SUCKS.,2001:dcd:3::10
SUCKS,y.nic.SUCKS.,2610:a1:1075::1:82
SUCKS,x.nic.SUCKS.,2610:a1:1074::1:82
SUCKS,b.nic.SUCKS.,2001:dcd:2::10
SU,b.dns.ripn.net.,2001:678:16:0:194:85:252:62
SU,d.dns.ripn.net.,2001:678:18:0:194:190:124:17
SU,e.dns.ripn.net.,2001:678:15:0:193:232:142:17
SU,f.dns.ripn.net.,2001:678:14:0:193:232:156:17
SU,a.dns.ripn.net.,2001:678:17:0:193:232:128:6
SUPPORT,v0n2.nic.SUPPORT.,2a01:8840:18::5
SUPPORT,v0n3.nic.SUPPORT.,2a01:8840:f4::5
SUPPORT,v2n0.nic.SUPPORT.,2a01:8840:19::5
SUPPORT,v2n1.nic.SUPPORT.,2a01:8840:f5::5
SUPPORT,v0n0.nic.SUPPORT.,2a01:8840:16::5
SUPPORT,v0n1.nic.SUPPORT.,2a01:8840:17::5
SUPPLY,v2n1.nic.SUPPLY.,2a01:8840:f7::52
SUPPLY,v0n0.nic.SUPPLY.,2a01:8840:1a::52
SUPPLY,v0n3.nic.SUPPLY.,2a01:8840:f6::52
SUPPLY,v0n2.nic.SUPPLY.,2a01:8840:1c::52
SUPPLY,v0n1.nic.SUPPLY.,2a01:8840:1b::52
SUPPLY,v2n0.nic.SUPPLY.,2a01:8840:1d::52
SUZUKI,k.gmoregistry.net.,37.209.196.4
SUZUKI,k.gmoregistry.net.,
SUZUKI,l.gmoregistry.net.,2001:dcd:4::4
SUZUKI,a.gmoregistry.net.,2001:dcd:1::4
SUZUKI,b.gmoregistry.net.,2001:dcd:2::4
SUPPLIES,v2n1.nic.SUPPLIES.,2a01:8840:f5::59
SUPPLIES,v2n0.nic.SUPPLIES.,2a01:8840:19::59
SUPPLIES,v0n0.nic.SUPPLIES.,2a01:8840:16::59
SUPPLIES,v0n2.nic.SUPPLIES.,2a01:8840:18::59
SUPPLIES,v0n1.nic.SUPPLIES.,2a01:8840:17::59
SUPPLIES,v0n3.nic.SUPPLIES.,2a01:8840:f4::59
SURF,y.nic.SURF.,2610:a1:1075::1:82
SURF,x.nic.SURF.,2610:a1:1074::1:82
SURF,a.nic.SURF.,2001:dcd:1::10
SURF,c.nic.SURF.,2001:dcd:3::10
SURF,b.nic.SURF.,2001:dcd:2::10
SURF,z.nic.SURF.,2610:a1:1076::1:82
SWATCH,ac4.nstld.com.,2001:500:123::30
SWATCH,ac3.nstld.com.,2001:500:122::30
SWATCH,ac1.nstld.com.,2001:500:120::30
SWATCH,ac2.nstld.com.,2001:500:121::30
SX,ns2.ns.SX.,2620:10a:80ab::10
SX,ns1.ns.SX.,2620:10a:80aa::10
SX,ns3.ns.SX.,2620:10a:80ac::10
SX,ns4.ns.SX.,2a0e:dbc0::101
SV,ns.dns.br.,200.160.0.5
SV,sir.red.SV.,131.100.140.162
SV,sir.red.SV.,
SV,dns-ext.nic.cr.,2001:13c7:7004:110::219
SV,a.lactld.org.,2801:14:a000::10
SURGERY,v0n1.nic.SURGERY.,2a01:8840:1b::31
SURGERY,v2n0.nic.SURGERY.,2a01:8840:1d::31
SURGERY,v0n3.nic.SURGERY.,2a01:8840:f6::31
SURGERY,v0n0.nic.SURGERY.,2a01:8840:1a::31
SURGERY,v2n1.nic.SURGERY.,2a01:8840:f7::31
SURGERY,v0n2.nic.SURGERY.,2a01:8840:1c::31
SYDNEY,c.nic.SYDNEY.,2001:dcd:3::10
SYDNEY,x.nic.SYDNEY.,2610:a1:1074::1:82
SYDNEY,y.nic.SYDNEY.,2610:a1:1075::1:82
SYDNEY,z.nic.SYDNEY.,2610:a1:1076::1:82
SYDNEY,a.nic.SYDNEY.,2001:dcd:1::10
SYDNEY,b.nic.SYDNEY.,2001:dcd:2::10
SWISS,anycast23.irondns.net.,2a01:5b0:5::b
SWISS,anycast9.irondns.net.,2a01:5b0:4::b
SWISS,g.nic.SWISS.,2a01:5b0:4::9
SWISS,anycast24.irondns.net.,2a01:5b0:5::c
SWISS,ns15.rcode0.net.,2001:678:20::15
SWISS,anycast10.irondns.net.,2a01:5b0:4::c
SWISS,u.nic.SWISS.,2a01:5b0:5::9
TAB,y.nic.TAB.,2610:a1:1075::1:82
TAB,z.nic.TAB.,2610:a1:1076::1:82
TAB,c.nic.TAB.,2001:dcd:3::9
TAB,b.nic.TAB.,2001:dcd:2::9
TAB,x.nic.TAB.,2610:a1:1074::1:82
TAB,a.nic.TAB.,2001:dcd:1::9
TAIPEI,c.nic.TAIPEI.,2001:dcd:3::10
TAIPEI,ns1.dns.nic.TAIPEI.,2610:a1:1071::9c
TAIPEI,ns2.dns.nic.TAIPEI.,2610:a1:1072::9c
TAIPEI,ns3.dns.nic.TAIPEI.,2610:a1:1073::9c
TAIPEI,a.nic.TAIPEI.,2001:dcd:1::10
TAIPEI,b.nic.TAIPEI.,2001:dcd:2::10
SZ,ns1.sispa.org.SZ.,41.77.232.4
SZ,ns1.sispa.org.SZ.,
SZ,rip.psg.com.,2001:418:1::39
SZ,sz.cctld.authdns.ripe.net.,2001:67c:e0::114
TARGET,c.nic.TARGET.,2001:dcd:3::9
TARGET,b.nic.TARGET.,2001:dcd:2::9
TARGET,ns1.dns.nic.TARGET.,2610:a1:1071::9e
TARGET,ns3.dns.nic.TARGET.,2610:a1:1073::9e
TARGET,ns2.dns.nic.TARGET.,2610:a1:1072::9e
TARGET,a.nic.TARGET.,2001:dcd:1::9
SYSTEMS,v0n1.nic.SYSTEMS.,2a01:8840:17::38
SYSTEMS,v0n0.nic.SYSTEMS.,2a01:8840:16::38
SYSTEMS,v2n0.nic.SYSTEMS.,2a01:8840:19::38
SYSTEMS,v0n2.nic.SYSTEMS.,2a01:8840:18::38
SYSTEMS,v2n1.nic.SYSTEMS.,2a01:8840:f5::38
SYSTEMS,v0n3.nic.SYSTEMS.,2a01:8840:f4::38
TALK,dnsc.nic.TALK.,2610:a1:1009::3
TALK,dnsd.nic.TALK.,2610:a1:1010::3
TALK,dnsa.nic.TALK.,2001:502:ad09::3
TALK,dnsb.nic.TALK.,2001:502:2eda::3
TALK,dns1.nic.TALK.,2a01:618:402::83
TALK,dns2.nic.TALK.,2401:fd80:402::83
TALK,dns3.nic.TALK.,2a01:618:406::83
TALK,dns4.nic.TALK.,2401:fd80:406::83
TATAR,d.dns.ripn.net.,2001:678:18:0:194:190:124:17
TATAR,b.dns.ripn.net.,2001:678:16:0:194:85:252:62
TATAR,f.dns.ripn.net.,2001:678:14:0:193:232:156:17
TATAR,e.dns.ripn.net.,2001:678:15:0:193:232:142:17
TATAR,a.dns.ripn.net.,2001:678:17:0:193:232:128:6
TAOBAO,b0.nic.TAOBAO.,2a01:8840:33::17
TAOBAO,a0.nic.TAOBAO.,2a01:8840:32::17
TAOBAO,a2.nic.TAOBAO.,2a01:8840:35::17
TAOBAO,c0.nic.TAOBAO.,2a01:8840:34::17
TATTOO,y.nic.TATTOO.,2610:a1:1075::1:82
TATTOO,z.nic.TATTOO.,2610:a1:1076::1:82
TATTOO,a.nic.TATTOO.,2001:dcd:1::10
TATTOO,b.nic.TATTOO.,2001:dcd:2::10
TATTOO,c.nic.TATTOO.,2001:dcd:3::10
TATTOO,x.nic.TATTOO.,2610:a1:1074::1:82
TATAMOTORS,a2.nic.TATAMOTORS.,2a01:8840:71::69
TATAMOTORS,a0.nic.TATAMOTORS.,2a01:8840:6e::69
TATAMOTORS,b0.nic.TATAMOTORS.,2a01:8840:6f::69
TATAMOTORS,c0.nic.TATAMOTORS.,2a01:8840:70::69
TAXI,v0n3.nic.TAXI.,2a01:8840:f4::21
TAXI,v2n0.nic.TAXI.,2a01:8840:19::21
TAXI,v2n1.nic.TAXI.,2a01:8840:f5::21
TAXI,v0n0.nic.TAXI.,2a01:8840:16::21
TAXI,v0n1.nic.TAXI.,2a01:8840:17::21
TAXI,v0n2.nic.TAXI.,2a01:8840:18::21
TAX,v0n1.nic.TAX.,2a01:8840:1b::16
TAX,v0n2.nic.TAX.,2a01:8840:1c::16
TAX,v0n3.nic.TAX.,2a01:8840:f6::16
TAX,v2n0.nic.TAX.,2a01:8840:1d::16
TAX,v2n1.nic.TAX.,2a01:8840:f7::16
TAX,v0n0.nic.TAX.,2a01:8840:1a::16
TECH,f.nic.TECH.,2a04:2b00:13ff::60
TECH,a.nic.TECH.,2001:67c:13cc::1:60
TECH,b.nic.TECH.,2a04:2b00:13cc::1:60
TECH,e.nic.TECH.,2a04:2b00:13ee::60
TDK,a.nic.TDK.,2001:dcd:1::9
TDK,c.nic.TDK.,2001:dcd:3::9
TDK,ns3.dns.nic.TDK.,2610:a1:1073::9f
TDK,ns1.dns.nic.TDK.,2610:a1:1071::9f
TDK,b.nic.TDK.,2001:dcd:2::9
TDK,ns2.dns.nic.TDK.,2610:a1:1072::9f
TCI,dnsa.emdns.uk.,2001:502:ad09::3
TCI,dns4.emdns.uk.,2401:fd80:405::153
TCI,dns3.emdns.uk.,2a01:618:405::153
TCI,dnsc.emdns.uk.,2610:a1:1009::3
TCI,dns1.emdns.uk.,2a01:618:401::153
TCI,dnsd.emdns.uk.,2610:a1:1010::3
TCI,dns2.emdns.uk.,2401:fd80:401::153
TCI,dnsb.emdns.uk.,2001:502:2eda::3
SY,sy.cctld.authdns.ripe.net.,193.0.9.113
SY,ns1.tld.SY.,82.137.200.85
SY,ns1.tld.SY.,
SY,pch.anycast.tld.SY.,2001:500:14:6071:ad::1
TEL,anycast10.irondns.net.,2a01:5b0:4::c
TEL,anycast23.irondns.net.,2a01:5b0:5::b
TEL,anycast9.irondns.net.,2a01:5b0:4::b
TEL,anycast24.irondns.net.,2a01:5b0:5::c
TD,anycastdns1.nic.TD.,185.38.108.108
TD,anycastdns2.nic.TD.,185.28.194.194
TD,anycastdns2.nic.TD.,
TD,pch.nic.TD.,2001:500:14:6129:ad::1
TD,ns-td.afrinic.net.,2001:43f8:120::31
TF,g.ext.nic.fr.,2001:678:4c::1
TF,e.ext.nic.fr.,2a00:d78:0:102:193:176:144:22
TF,d.nic.fr.,2001:678:c::1
TF,f.ext.nic.fr.,2001:67c:1010:11::53
TEAM,v0n2.nic.TEAM.,2a01:8840:24::37
TEAM,v2n1.nic.TEAM.,2a01:8840:fb::37
TEAM,v0n0.nic.TEAM.,2a01:8840:22::37
TEAM,v0n1.nic.TEAM.,2a01:8840:23::37
TEAM,v0n3.nic.TEAM.,2a01:8840:fa::37
TEAM,v2n0.nic.TEAM.,2a01:8840:25::37
TECHNOLOGY,v0n1.nic.TECHNOLOGY.,2a01:8840:1f::37
TECHNOLOGY,v0n3.nic.TECHNOLOGY.,2a01:8840:f8::37
TECHNOLOGY,v2n1.nic.TECHNOLOGY.,2a01:8840:f9::37
TECHNOLOGY,v0n2.nic.TECHNOLOGY.,2a01:8840:20::37
TECHNOLOGY,v0n0.nic.TECHNOLOGY.,2a01:8840:1e::37
TECHNOLOGY,v2n0.nic.TECHNOLOGY.,2a01:8840:21::37
TEVA,ns2.dns.nic.TEVA.,2610:a1:1072::a0
TEVA,ns3.dns.nic.TEVA.,2610:a1:1073::a0
TEVA,a.nic.TEVA.,2001:dcd:1::9
TEVA,b.nic.TEVA.,2001:dcd:2::9
TEVA,c.nic.TEVA.,2001:dcd:3::9
TEVA,ns1.dns.nic.TEVA.,2610:a1:1071::a0
TENNIS,v0n1.nic.TENNIS.,2a01:8840:1f::32
TENNIS,v0n2.nic.TENNIS.,2a01:8840:20::32
TENNIS,v0n3.nic.TENNIS.,2a01:8840:f8::32
TENNIS,v2n0.nic.TENNIS.,2a01:8840:21::32
TENNIS,v2n1.nic.TENNIS.,2a01:8840:f9::32
TENNIS,v0n0.nic.TENNIS.,2a01:8840:1e::32
THEATRE,b.nic.THEATRE.,2a04:2b00:13cc::1:69
THEATRE,a.nic.THEATRE.,2001:67c:13cc::1:69
THEATRE,d.nic.THEATRE.,2a04:2b00:13ff::69
THEATRE,c.nic.THEATRE.,2a04:2b00:13ee::69
THEATER,v0n1.nic.THEATER.,2a01:8840:17::64
THEATER,v0n2.nic.THEATER.,2a01:8840:18::64
THEATER,v0n3.nic.THEATER.,2a01:8840:f4::64
THEATER,v2n0.nic.THEATER.,2a01:8840:19::64
THEATER,v2n1.nic.THEATER.,2a01:8840:f5::64
THEATER,v0n0.nic.THEATER.,2a01:8840:16::64
TICKETS,a.nic.TICKETS.,2001:67c:13cc::1:58
TICKETS,b.nic.TICKETS.,2a04:2b00:13cc::1:58
TICKETS,c.nic.TICKETS.,2a04:2b00:13ee::58
TICKETS,d.nic.TICKETS.,2a04:2b00:13ff::58
THD,a2.nic.THD.,2a01:8840:bd::9
THD,c0.nic.THD.,2a01:8840:bc::9
THD,b0.nic.THD.,2a01:8840:bb::9
THD,a0.nic.THD.,2a01:8840:ba::9
TIENDA,v0n0.nic.TIENDA.,2a01:8840:22::29
TIENDA,v0n3.nic.TIENDA.,2a01:8840:fa::29
TIENDA,v0n2.nic.TIENDA.,2a01:8840:24::29
TIENDA,v2n0.nic.TIENDA.,2a01:8840:25::29
TIENDA,v0n1.nic.TIENDA.,2a01:8840:23::29
TIENDA,v2n1.nic.TIENDA.,2a01:8840:fb::29
TC,root3.zone.TC.,77.79.104.225
TC,root8.zone.TC.,162.13.87.182
TC,root1.zone.TC.,31.169.81.225
TC,root5.zone.TC.,95.173.188.6
TC,root6.zone.TC.,166.78.254.145
TC,root7.zone.TC.,119.9.93.69
TC,root4.zone.TC.,31.169.81.226
TC,root2.zone.TC.,77.79.104.226
TC,root2.zone.TC.,
TEMASEK,a0.nic.TEMASEK.,2a01:8840:8a::9
TEMASEK,c0.nic.TEMASEK.,2a01:8840:8c::9
TEMASEK,a2.nic.TEMASEK.,2a01:8840:8d::9
TEMASEK,b0.nic.TEMASEK.,2a01:8840:8b::9
TIROL,dns.ryce-rsp.com.,2001:678:e:114::53
TIROL,ns1.dns.business.,2a01:4f8:252:4295::9d5a:cd8a
TIROL,ns1.ryce-rsp.com.,2a0c:8f40:0:701::111
TIRES,v2n1.nic.TIRES.,2a01:8840:f7::64
TIRES,v0n0.nic.TIRES.,2a01:8840:1a::64
TIRES,v0n1.nic.TIRES.,2a01:8840:1b::64
TIRES,v0n2.nic.TIRES.,2a01:8840:1c::64
TIRES,v0n3.nic.TIRES.,2a01:8840:f6::64
TIRES,v2n0.nic.TIRES.,2a01:8840:1d::64
TIPS,v0n0.nic.TIPS.,2a01:8840:1a::5
TIPS,v2n1.nic.TIPS.,2a01:8840:f7::5
TIPS,v0n2.nic.TIPS.,2a01:8840:1c::5
TIPS,v0n1.nic.TIPS.,2a01:8840:1b::5
TIPS,v2n0.nic.TIPS.,2a01:8840:1d::5
TIPS,v0n3.nic.TIPS.,2a01:8840:f6::5
TIAA,v0n1.nic.TIAA.,2a01:8840:6b::7
TIAA,v2n0.nic.TIAA.,2a01:8840:6d::7
TIAA,v0n3.nic.TIAA.,2a01:8840:108::7
TIAA,v2n1.nic.TIAA.,2a01:8840:109::7
TIAA,v0n0.nic.TIAA.,2a01:8840:6a::7
TIAA,v0n2.nic.TIAA.,2a01:8840:6c::7
TJMAXX,ns1.dns.nic.TJMAXX.,2610:a1:1071::a1
TJMAXX,c.nic.TJMAXX.,2001:dcd:3::9
TJMAXX,ns3.dns.nic.TJMAXX.,2610:a1:1073::a1
TJMAXX,a.nic.TJMAXX.,2001:dcd:1::9
TJMAXX,b.nic.TJMAXX.,2001:dcd:2::9
TJMAXX,ns2.dns.nic.TJMAXX.,2610:a1:1072::a1
TJX,ns1.dns.nic.TJX.,2610:a1:1071::a2
TJX,ns2.dns.nic.TJX.,2610:a1:1072::a2
TJX,ns3.dns.nic.TJX.,2610:a1:1073::a2
TJX,c.nic.TJX.,2001:dcd:3::9
TJX,b.nic.TJX.,2001:dcd:2::9
TJX,a.nic.TJX.,2001:dcd:1::9
TL,ns2.anycastdns.cz.,185.28.194.194
TL,ns2.anycastdns.cz.,
TL,ns.anycast.nic.TL.,2001:500:14:6019:ad::1
TL,ns1.anycastdns.cz.,2a00:fea0:dead::beef
TH,ns.thnic.net.,202.28.0.1
TH,ns.thnic.net.,
TH,p.thains.co.TH.,2001:500:14:6126:ad::1
TH,c.thains.co.TH.,2001:678:4::1c
TH,b.thains.co.TH.,2405:3340:e011:3000::30
TH,a.thains.co.TH.,2001:c38:2000:183::30
TH,nn1.thains.co.TH.,2001:67c:1010:39::53
TKMAXX,a.nic.TKMAXX.,2001:dcd:1::9
TKMAXX,c.nic.TKMAXX.,2001:dcd:3::9
TKMAXX,b.nic.TKMAXX.,2001:dcd:2::9
TKMAXX,ns2.dns.nic.TKMAXX.,2610:a1:1072::a3
TKMAXX,ns3.dns.nic.TKMAXX.,2610:a1:1073::a3
TKMAXX,ns1.dns.nic.TKMAXX.,2610:a1:1071::a3
TK,d.ns.TK.,2001:678:5c::1
TK,a.ns.TK.,2001:678:50::1
TK,b.ns.TK.,2001:678:54::1
TK,c.ns.TK.,2001:678:58::1
TOKYO,l.gmoregistry.net.,37.209.198.4
TOKYO,k.gmoregistry.net.,37.209.196.4
TOKYO,k.gmoregistry.net.,
TOKYO,a.gmoregistry.net.,2001:dcd:1::4
TOKYO,b.gmoregistry.net.,2001:dcd:2::4
TJ,ns1.nic.TJ.,91.218.160.197
TJ,phloem.uoregon.edu.,128.223.32.35
TJ,ns2.tojikiston.com.,193.111.11.4
TJ,tj.cctld.authdns.ripe.net.,193.0.9.117
TJ,tj.cctld.authdns.ripe.net.,2001:67c:e0::117
TODAY,v2n0.nic.TODAY.,2a01:8840:21::35
TODAY,v0n0.nic.TODAY.,2a01:8840:1e::35
TODAY,v0n2.nic.TODAY.,2a01:8840:20::35
TODAY,v2n1.nic.TODAY.,2a01:8840:f9::35
TODAY,v0n1.nic.TODAY.,2a01:8840:1f::35
TODAY,v0n3.nic.TODAY.,2a01:8840:f8::35
TORAY,l.gmoregistry.net.,37.209.198.4
