domain,NS,IP
TKMAXX,ns3.dns.nic.TKMAXX.,156.154.159.163
TKMAXX,ns1.dns.nic.TKMAXX.,156.154.144.163
TK,d.ns.TK.,194.0.41.1
TK,a.ns.TK.,194.0.38.1
TK,b.ns.TK.,194.0.39.1
TK,c.ns.TK.,194.0.40.1
TOKYO,l.gmoregistry.net.,37.209.198.4
TOKYO,k.gmoregistry.net.,37.209.196.4
TOKYO,a.gmoregistry.net.,37.209.192.4
TOKYO,b.gmoregistry.net.,37.209.194.4
TJ,ns1.nic.TJ.,91.218.160.197
TJ,phloem.uoregon.edu.,128.223.32.35
TJ,ns2.tojikiston.com.,193.111.11.4
TJ,tj.cctld.authdns.ripe.net.,193.0.9.117
TODAY,v2n0.nic.TODAY.,65.22.31.35
TODAY,v0n0.nic.TODAY.,65.22.28.35
TODAY,v0n2.nic.TODAY.,65.22.30.35
TODAY,v2n1.nic.TODAY.,161.232.15.35
TODAY,v0n1.nic.TODAY.,65.22.29.35
TODAY,v0n3.nic.TODAY.,161.232.14.35
TORAY,l.gmoregistry.net.,37.209.198.4
TORAY,b.gmoregistry.net.,37.209.194.4
TORAY,a.gmoregistry.net.,37.209.192.4
TORAY,k.gmoregistry.net.,37.209.196.4
TM,ns-d1.TM.,64.251.31.180
TM,ns-l1.TM.,80.249.100.44
TM,ns-y1.TM.,91.208.95.22
TM,ns-a1.TM.,194.0.1.22
TM,ns-a2.TM.,194.0.2.22
TM,ns-a3.TM.,74.116.178.22
TM,ns-a4.TM.,74.116.179.22
TOSHIBA,b.gmoregistry.net.,37.209.194.4
TOSHIBA,k.gmoregistry.net.,37.209.196.4
TOSHIBA,l.gmoregistry.net.,37.209.198.4
TOSHIBA,a.gmoregistry.net.,37.209.192.4
TO,newyork.tonic.TO.,162.243.211.202
TO,la.tonic.TO.,207.246.102.135
TO,tonic.TO.,149.28.204.240
TO,cd8.tonic.TO.,185.136.99.197
TO,cd7.tonic.TO.,185.136.98.197
TO,frankfurt.tonic.TO.,46.101.233.168
TO,cd5.tonic.TO.,185.136.96.197
TO,helsinki.tonic.TO.,95.216.159.42
TO,sydney.tonic.TO.,104.156.232.193
TO,cd6.tonic.TO.,185.136.97.197
TO,singapore.tonic.TO.,188.166.187.0
TOP,a.zdnscloud.com.,203.99.24.1
TOP,b.zdnscloud.com.,203.99.25.1
TOP,c.zdnscloud.com.,203.99.26.1
TOP,d.zdnscloud.com.,203.99.27.1
TOP,f.zdnscloud.com.,116.169.54.111
TOP,g.zdnscloud.com.,223.72.199.37
TOP,i.zdnscloud.com.,
TOP,j.zdnscloud.com.,
TOOLS,v0n3.nic.TOOLS.,161.232.14.44
TOOLS,v0n0.nic.TOOLS.,65.22.28.44
TOOLS,v2n0.nic.TOOLS.,65.22.31.44
TOOLS,v0n1.nic.TOOLS.,65.22.29.44
TOOLS,v2n1.nic.TOOLS.,161.232.15.44
TOOLS,v0n2.nic.TOOLS.,65.22.30.44
TMALL,c0.nic.TMALL.,65.22.54.9
TMALL,b0.nic.TMALL.,65.22.53.9
TMALL,a0.nic.TMALL.,65.22.52.9
TMALL,a2.nic.TMALL.,65.22.55.9
TN,ns2.ati.TN.,41.228.63.62
TN,ns2.nic.fr.,192.93.0.4
TN,pch.ati.TN.,204.61.216.94
TN,rip.psg.com.,147.28.0.39
TN,ns-tn.afrinic.net.,196.216.168.25
TN,ns1.ati.TN.,41.228.62.63
TOTAL,g.ext.nic.fr.,194.0.36.1
TOTAL,d.nic.fr.,194.0.9.1
TOTAL,f.ext.nic.fr.,194.146.106.46
TOYOTA,k.gmoregistry.net.,37.209.196.4
TOYOTA,a.gmoregistry.net.,37.209.192.4
TOYOTA,b.gmoregistry.net.,37.209.194.4
TOYOTA,l.gmoregistry.net.,37.209.198.4
TG,ns4.admin.net.,103.25.58.26
TG,ns5.admin.net.,188.165.33.42
TG,ns1.nic.TG.,41.207.188.36
TG,ns2.nic.TG.,80.248.68.12
TG,ns3.admin.net.,87.98.180.44
TG,ns2.admin.net.,128.199.117.237
TG,tld.cafe.TG.,80.248.64.20
TG,ns1.admin.net.,198.73.186.1
TRADE,a.nic.TRADE.,37.209.192.10
TRADE,c.nic.TRADE.,37.209.196.10
TRADE,ns1.dns.nic.TRADE.,156.154.144.165
TRADE,ns3.dns.nic.TRADE.,156.154.159.165
TRADE,ns2.dns.nic.TRADE.,156.154.145.165
TRADE,b.nic.TRADE.,37.209.194.10
TRADING,v0n1.nic.TRADING.,65.22.33.66
TRADING,v0n0.nic.TRADING.,65.22.32.66
TRADING,v0n3.nic.TRADING.,161.232.16.66
TRADING,v0n2.nic.TRADING.,65.22.34.66
TRADING,v2n0.nic.TRADING.,65.22.35.66
TRADING,v2n1.nic.TRADING.,161.232.17.66
TOWN,v0n0.nic.TOWN.,65.22.28.55
TOWN,v0n1.nic.TOWN.,65.22.29.55
TOWN,v0n2.nic.TOWN.,65.22.30.55
TOWN,v0n3.nic.TOWN.,161.232.14.55
TOWN,v2n0.nic.TOWN.,65.22.31.55
TOWN,v2n1.nic.TOWN.,161.232.15.55
TOURS,v0n1.nic.TOURS.,65.22.25.47
TOURS,v2n1.nic.TOURS.,161.232.13.47
TOURS,v2n0.nic.TOURS.,65.22.27.47
TOURS,v0n3.nic.TOURS.,161.232.12.47
TOURS,v0n2.nic.TOURS.,65.22.26.47
TOURS,v0n0.nic.TOURS.,65.22.24.47
TOYS,v2n1.nic.TOYS.,161.232.11.23
TOYS,v0n2.nic.TOYS.,65.22.22.23
TOYS,v2n0.nic.TOYS.,65.22.23.23
TOYS,v0n3.nic.TOYS.,161.232.10.23
TOYS,v0n0.nic.TOYS.,65.22.20.23
TOYS,v0n1.nic.TOYS.,65.22.21.23
TRUST,ns01.trs-dns.net.,64.96.2.1
TRUST,ns01.trs-dns.com.,64.96.1.1
TRUST,ns01.trs-dns.info.,185.159.198.3
TRUST,ns01.trs-dns.org.,185.159.197.3
TRAINING,v2n0.nic.TRAINING.,65.22.27.41
TRAINING,v0n0.nic.TRAINING.,65.22.24.41
TRAINING,v0n3.nic.TRAINING.,161.232.12.41
TRAINING,v2n1.nic.TRAINING.,161.232.13.41
TRAINING,v0n1.nic.TRAINING.,65.22.25.41
TRAINING,v0n2.nic.TRAINING.,65.22.26.41
TRAVEL,v2n1.nic.TRAVEL.,161.232.15.8
TRAVEL,v2n0.nic.TRAVEL.,65.22.31.8
TRAVEL,v0n0.nic.TRAVEL.,65.22.28.8
TRAVEL,v0n3.nic.TRAVEL.,161.232.14.8
TRAVEL,v0n2.nic.TRAVEL.,65.22.30.8
TRAVEL,v0n1.nic.TRAVEL.,65.22.29.8
TT,ripe.nic.TT.,193.0.9.50
TT,a.lactld.org.,200.0.68.10
TT,pch.nic.TT.,204.61.216.63
TUI,a.nic.TUI.,194.169.218.103
TUI,b.nic.TUI.,185.24.64.103
TUI,c.nic.TUI.,212.18.248.103
TUI,d.nic.TUI.,212.18.249.103
TRAVELERS,b0.nic.TRAVELERS.,65.22.201.9
TRAVELERS,c0.nic.TRAVELERS.,65.22.202.9
TRAVELERS,a0.nic.TRAVELERS.,65.22.200.9
TRAVELERS,a2.nic.TRAVELERS.,65.22.203.9
TUBE,a.nic.TUBE.,37.209.192.10
TUBE,ns3.dns.nic.TUBE.,156.154.171.80
TUBE,b.nic.TUBE.,37.209.194.10
TUBE,ns1.dns.nic.TUBE.,156.154.169.80
TUBE,c.nic.TUBE.,37.209.196.10
TUBE,ns2.dns.nic.TUBE.,156.154.170.80
TRV,b0.nic.TRV.,65.22.201.25
TRV,a0.nic.TRV.,65.22.200.25
TRV,c0.nic.TRV.,65.22.202.25
TRV,a2.nic.TRV.,65.22.203.25
TV,a.nic.TV.,37.209.192.6
TV,b.nic.TV.,37.209.194.6
TV,c.nic.TV.,37.209.196.6
TV,d.nic.TV.,37.209.198.6
TRAVELERSINSURANCE,a2.nic.TRAVELERSINSURANCE.,65.22.203.17
TRAVELERSINSURANCE,c0.nic.TRAVELERSINSURANCE.,65.22.202.17
TRAVELERSINSURANCE,b0.nic.TRAVELERSINSURANCE.,65.22.201.17
TRAVELERSINSURANCE,a0.nic.TRAVELERSINSURANCE.,65.22.200.17
TR,ns72.ns.TR.,40.68.114.66
TR,ns73.ns.TR.,31.145.253.159
TR,ns74.ns.TR.,31.145.253.160
TR,ns41.ns.TR.,185.7.0.2
TR,ns42.ns.TR.,185.7.0.3
TR,ns61.ns.TR.,206.51.254.1
TR,ns71.ns.TR.,185.67.32.53
TVS,a2.nic.TVS.,65.22.207.9
TVS,c0.nic.TVS.,65.22.206.9
TVS,a0.nic.TVS.,65.22.204.9
TVS,b0.nic.TVS.,65.22.205.9
TUNES,dnsb.nic.TUNES.,156.154.101.3
TUNES,dnsc.nic.TUNES.,156.154.102.3
TUNES,dnsd.nic.TUNES.,156.154.103.3
TUNES,dns1.nic.TUNES.,213.248.218.84
TUNES,dns2.nic.TUNES.,103.49.82.84
TUNES,dns3.nic.TUNES.,213.248.222.84
TUNES,dns4.nic.TUNES.,43.230.50.84
TUNES,dnsa.nic.TUNES.,156.154.100.3
UA,rcz.ns.UA.,193.46.128.10
UA,nn.ns.UA.,194.58.197.4
UA,pch.ns.UA.,204.61.216.12
UA,cz.ns.UA.,185.43.134.15
UA,in1.ns.UA.,74.123.224.40
UA,bg.ns.UA.,185.136.97.185
UA,bg.ns.UA.,185.136.96.185
UA,ho1.ns.UA.,195.47.253.1
TUSHU,dnsa.nic.TUSHU.,156.154.100.3
TUSHU,dnsd.nic.TUSHU.,156.154.103.3
TUSHU,dnsc.nic.TUSHU.,156.154.102.3
TUSHU,dns4.nic.TUSHU.,43.230.50.85
TUSHU,dns3.nic.TUSHU.,213.248.222.85
TUSHU,dns1.nic.TUSHU.,213.248.218.85
TUSHU,dns2.nic.TUSHU.,103.49.82.85
TUSHU,dnsb.nic.TUSHU.,156.154.101.3
UBS,c0.nic.UBS.,65.22.114.71
UBS,b0.nic.UBS.,65.22.113.71
UBS,a2.nic.UBS.,65.22.115.71
UBS,a0.nic.UBS.,65.22.112.71
UNO,b.nic.UNO.,185.24.64.21
UNO,c.nic.UNO.,212.18.248.21
UNO,d.nic.UNO.,212.18.249.21
UNO,e.nic.UNO.,23.201.99.96
UNO,a.nic.UNO.,194.169.218.21
UK,dns2.nic.UK.,103.49.80.1
UK,dns1.nic.UK.,213.248.216.1
UK,dns4.nic.UK.,43.230.48.1
UK,dns3.nic.UK.,213.248.220.1
UK,nsa.nic.UK.,156.154.100.3
UK,nsc.nic.UK.,156.154.102.3
UK,nsd.nic.UK.,156.154.103.3
UK,nsb.nic.UK.,156.154.101.3
TZ,ns.anycast.co.TZ.,204.61.216.15
TZ,ns2.tznic.or.TZ.,196.216.162.67
TZ,rip.psg.com.,147.28.0.39
TZ,fork.sth.dnsnode.net.,77.72.229.254
TZ,tz-e.ns.nic.cz.,185.43.134.11
UOL,a.dns.br.,200.219.148.10
UOL,b.dns.br.,200.189.41.10
UOL,c.dns.br.,200.192.233.10
UOL,d.dns.br.,200.219.154.10
UOL,e.dns.br.,200.229.248.10
UOL,f.dns.br.,200.219.159.10
UBANK,a0.nic.UBANK.,65.22.112.70
UBANK,b0.nic.UBANK.,65.22.113.70
UBANK,c0.nic.UBANK.,65.22.114.70
UBANK,a2.nic.UBANK.,65.22.115.70
UG,ug.cctld.authdns.ripe.net.,193.0.9.52
UG,ns.icann.org.,199.4.138.53
UG,ns-ug.afrinic.net.,196.216.168.42
UG,root.eahd.or.UG.,212.88.97.132
UG,anycast.eahd.or.UG.,204.61.216.60
UNIVERSITY,v0n3.nic.UNIVERSITY.,161.232.10.19
UNIVERSITY,v2n1.nic.UNIVERSITY.,161.232.11.19
UNIVERSITY,v0n2.nic.UNIVERSITY.,65.22.22.19
UNIVERSITY,v0n0.nic.UNIVERSITY.,65.22.20.19
UNIVERSITY,v0n1.nic.UNIVERSITY.,65.22.21.19
UNIVERSITY,v2n0.nic.UNIVERSITY.,65.22.23.19
US,f.cctld.US.,209.173.58.70
US,y.cctld.US.,37.209.196.15
US,k.cctld.US.,156.154.128.70
US,n.cctld.US.,204.74.107.1
US,b.cctld.US.,156.154.125.70
US,x.cctld.US.,37.209.194.15
US,m.cctld.US.,204.74.105.1
US,w.cctld.US.,37.209.192.15
UNICOM,i.zdnscloud.com.,
UNICOM,j.zdnscloud.com.,
UNICOM,a.zdnscloud.com.,203.99.24.1
UNICOM,b.zdnscloud.com.,203.99.25.1
UNICOM,c.zdnscloud.com.,203.99.26.1
UNICOM,d.zdnscloud.com.,203.99.27.1
UNICOM,f.zdnscloud.com.,116.169.54.111
UNICOM,g.zdnscloud.com.,223.72.199.37
VANA,ns01.trs-dns.com.,64.96.1.1
VANA,ns01.trs-dns.info.,185.159.198.3
VANA,ns01.trs-dns.org.,185.159.197.3
VANA,ns01.trs-dns.net.,64.96.2.1
TW,f.dns.TW.,182.173.0.10
TW,b.dns.TW.,210.201.138.58
TW,e.dns.TW.,211.20.231.11
TW,h.dns.TW.,204.61.216.119
TW,anytld.apnic.net.,202.12.31.53
TW,d.dns.TW.,60.199.165.186
TW,c.dns.TW.,203.66.87.201
TW,a.dns.TW.,203.73.24.25
TW,g.dns.TW.,34.141.111.176
UPS,b0.nic.UPS.,65.22.241.1
UPS,c0.nic.UPS.,65.22.242.1
UPS,a0.nic.UPS.,65.22.240.1
UPS,a2.nic.UPS.,65.22.243.1
VC,c0.cctld.afilias-nst.info.,199.254.61.1
VC,a2.cctld.afilias-nst.info.,199.249.116.1
VC,a0.cctld.afilias-nst.info.,199.254.59.1
VC,b0.cctld.afilias-nst.org.,199.254.60.1
VC,d0.cctld.afilias-nst.org.,199.254.62.1
VC,b2.cctld.afilias-nst.org.,199.249.124.1
VACATIONS,v2n1.nic.VACATIONS.,161.232.11.58
VACATIONS,v2n0.nic.VACATIONS.,65.22.23.58
VACATIONS,v0n3.nic.VACATIONS.,161.232.10.58
VACATIONS,v0n2.nic.VACATIONS.,65.22.22.58
VACATIONS,v0n0.nic.VACATIONS.,65.22.20.58
VACATIONS,v0n1.nic.VACATIONS.,65.22.21.58
VERISIGN,ac4.nstld.com.,192.42.176.30
VERISIGN,ac2.nstld.com.,192.42.174.30
VERISIGN,ac1.nstld.com.,192.42.173.30
VERISIGN,ac3.nstld.com.,192.42.175.30
VANGUARD,b0.nic.VANGUARD.,65.22.113.72
VANGUARD,a0.nic.VANGUARD.,65.22.112.72
VANGUARD,c0.nic.VANGUARD.,65.22.114.72
VANGUARD,a2.nic.VANGUARD.,65.22.115.72
VG,a.nic.VG.,194.169.218.104
VG,b.nic.VG.,185.24.64.104
VG,c.nic.VG.,212.18.248.104
VG,d.nic.VG.,212.18.249.104
VET,v0n3.nic.VET.,161.232.16.49
VET,v0n1.nic.VET.,65.22.33.49
VET,v0n2.nic.VET.,65.22.34.49
VET,v2n1.nic.VET.,161.232.17.49
VET,v2n0.nic.VET.,65.22.35.49
VET,v0n0.nic.VET.,65.22.32.49
VENTURES,v0n0.nic.VENTURES.,65.22.24.11
VENTURES,v0n1.nic.VENTURES.,65.22.25.11
VENTURES,v2n0.nic.VENTURES.,65.22.27.11
VENTURES,v0n2.nic.VENTURES.,65.22.26.11
VENTURES,v0n3.nic.VENTURES.,161.232.12.11
VENTURES,v2n1.nic.VENTURES.,161.232.13.11
VA,osiris.namex.it.,193.201.40.6
VA,a.nic.VA.,212.77.0.110
VA,va.cctld.authdns.ripe.net.,193.0.9.123
VA,c.nic.VA.,212.77.2.58
VA,b.nic.VA.,212.77.0.2
VA,dns.nic.it.,192.12.192.5
VA,seth.namex.it.,193.201.40.7
VERSICHERUNG,a.dns.nic.VERSICHERUNG.,194.0.25.13
VERSICHERUNG,m.dns.nic.VERSICHERUNG.,194.0.26.2
VERSICHERUNG,n.dns.nic.VERSICHERUNG.,194.0.24.2
VEGAS,a0.nic.VEGAS.,65.22.68.17
VEGAS,a2.nic.VEGAS.,65.22.71.17
VEGAS,b0.nic.VEGAS.,65.22.69.17
VEGAS,c0.nic.VEGAS.,65.22.70.17
VI,pch.nic.VI.,204.61.216.133
VI,ns3.nic.VI.,185.17.236.230
VIAJES,v0n0.nic.VIAJES.,65.22.24.32
VIAJES,v2n0.nic.VIAJES.,65.22.27.32
VIAJES,v0n2.nic.VIAJES.,65.22.26.32
VIAJES,v2n1.nic.VIAJES.,161.232.13.32
VIAJES,v0n1.nic.VIAJES.,65.22.25.32
VIAJES,v0n3.nic.VIAJES.,161.232.12.32
VIDEO,v2n1.nic.VIDEO.,161.232.13.40
VIDEO,v0n3.nic.VIDEO.,161.232.12.40
VIDEO,v2n0.nic.VIDEO.,65.22.27.40
VIDEO,v0n1.nic.VIDEO.,65.22.25.40
VIDEO,v0n2.nic.VIDEO.,65.22.26.40
VIDEO,v0n0.nic.VIDEO.,65.22.24.40
VIKING,a0.nic.VIKING.,65.22.192.17
VIKING,b0.nic.VIKING.,65.22.193.17
VIKING,c0.nic.VIKING.,65.22.194.17
VIKING,a2.nic.VIKING.,65.22.195.17
VIP,b.nic.VIP.,37.209.194.10
VIP,c.nic.VIP.,37.209.196.10
VIP,x.nic.VIP.,156.154.172.82
VIP,y.nic.VIP.,156.154.173.82
VIP,z.nic.VIP.,156.154.174.82
VIP,a.nic.VIP.,37.209.192.10
UZ,ns7.UZ.,104.238.81.247
UZ,ns2.UZ.,83.221.179.222
UZ,ns1.UZ.,91.212.89.244
UZ,ns3.UZ.,185.74.6.29
UZ,ns4.UZ.,83.69.136.139
UZ,ns5.UZ.,217.12.81.129
UZ,ns6.UZ.,83.69.129.33
UZ,ns8.UZ.,91.212.89.233
VIG,a0.nic.VIG.,65.22.48.25
VIG,a2.nic.VIG.,65.22.51.25
VIG,c0.nic.VIG.,65.22.50.25
VIG,b0.nic.VIG.,65.22.49.25
VISA,ac4.nstld.com.,192.42.176.30
VISA,ac1.nstld.com.,192.42.173.30
VISA,ac2.nstld.com.,192.42.174.30
VISA,ac3.nstld.com.,192.42.175.30
VILLAS,v2n1.nic.VILLAS.,161.232.15.62
VILLAS,v0n3.nic.VILLAS.,161.232.14.62
VILLAS,v2n0.nic.VILLAS.,65.22.31.62
VILLAS,v0n1.nic.VILLAS.,65.22.29.62
VILLAS,v0n0.nic.VILLAS.,65.22.28.62
VILLAS,v0n2.nic.VILLAS.,65.22.30.62
VIN,v2n0.nic.VIN.,65.22.31.21
VIN,v2n1.nic.VIN.,161.232.15.21
VIN,v0n0.nic.VIN.,65.22.28.21
VIN,v0n1.nic.VIN.,65.22.29.21
VIN,v0n2.nic.VIN.,65.22.30.21
VIN,v0n3.nic.VIN.,161.232.14.21
VE,ns4.nic.VE.,190.202.128.43
VE,a.lactld.org.,200.0.68.10
VE,ns5.nic.VE.,45.175.22.88
VE,ssdns-tld.nic.cl.,200.7.5.14
VE,ns6.nic.VE.,45.175.22.4
VE,ns3.nic.VE.,190.9.129.56
VIVA,b.nic.VIVA.,185.24.64.28
VIVA,c.nic.VIVA.,212.18.248.28
VIVA,d.nic.VIVA.,212.18.249.28
VIVA,a.nic.VIVA.,194.169.218.28
VIVO,a.nic.VIVO.,37.209.192.9
VIVO,c.nic.VIVO.,37.209.196.9
VIVO,ns2.dns.nic.VIVO.,156.154.170.57
VIVO,ns1.dns.nic.VIVO.,156.154.169.57
VIVO,ns3.dns.nic.VIVO.,156.154.171.57
VIVO,b.nic.VIVO.,37.209.194.9
VISION,v0n1.nic.VISION.,65.22.25.15
VISION,v0n2.nic.VISION.,65.22.26.15
VISION,v0n3.nic.VISION.,161.232.12.15
VISION,v2n0.nic.VISION.,65.22.27.15
VISION,v2n1.nic.VISION.,161.232.13.15
VISION,v0n0.nic.VISION.,65.22.24.15
UY,b.nic.UY.,164.73.128.70
UY,d.nic.UY.,65.22.41.1
UY,ns.dns.br.,200.160.0.5
UY,ns1.anteldata.com.UY.,200.40.30.254
UY,ns2.anteldata.com.UY.,200.40.220.254
UY,a.nic.UY.,164.73.128.5
UY,a.lactld.org.,200.0.68.10
VODKA,a.nic.VODKA.,37.209.192.10
VODKA,z.nic.VODKA.,156.154.174.82
VODKA,y.nic.VODKA.,156.154.173.82
VODKA,x.nic.VODKA.,156.154.172.82
VODKA,c.nic.VODKA.,37.209.196.10
VODKA,b.nic.VODKA.,37.209.194.10
VLAANDEREN,d.nsset.VLAANDEREN.,194.0.44.1
VLAANDEREN,c.nsset.VLAANDEREN.,194.0.43.1
VLAANDEREN,b.nsset.VLAANDEREN.,194.0.37.1
VLAANDEREN,a.nsset.VLAANDEREN.,194.0.6.1
VLAANDEREN,z.nsset.VLAANDEREN.,194.0.25.19
VLAANDEREN,y.nsset.VLAANDEREN.,120.29.253.8
VIRGIN,dnsc.nic.VIRGIN.,156.154.102.3
VIRGIN,dnsd.nic.VIRGIN.,156.154.103.3
VIRGIN,dns1.nic.VIRGIN.,213.248.219.40
VIRGIN,dns2.nic.VIRGIN.,103.49.83.40
VIRGIN,dns3.nic.VIRGIN.,213.248.223.40
VIRGIN,dns4.nic.VIRGIN.,43.230.51.40
VIRGIN,dnsa.nic.VIRGIN.,156.154.100.3
VIRGIN,dnsb.nic.VIRGIN.,156.154.101.3
VOTE,b0.nic.VOTE.,65.22.169.9
VOTE,c0.nic.VOTE.,65.22.170.9
VOTE,a0.nic.VOTE.,65.22.168.9
VOTE,a2.nic.VOTE.,65.22.171.9
VU,ns1.tldns.VU.,37.209.192.6
VU,ns2.tldns.VU.,37.209.194.6
VU,ns4.tldns.VU.,37.209.198.6
VU,ns3.tldns.VU.,37.209.196.6
VOTING,y.nic.VOTING.,156.154.173.82
VOTING,c.nic.VOTING.,37.209.196.10
VOTING,x.nic.VOTING.,156.154.172.82
VOTING,b.nic.VOTING.,37.209.194.10
VOTING,z.nic.VOTING.,156.154.174.82
VOTING,a.nic.VOTING.,37.209.192.10
VOTO,a2.nic.VOTO.,65.22.171.1
VOTO,b0.nic.VOTO.,65.22.169.1
VOTO,a0.nic.VOTO.,65.22.168.1
VOTO,c0.nic.VOTO.,65.22.170.1
VOYAGE,v2n0.nic.VOYAGE.,65.22.35.28
VOYAGE,v2n1.nic.VOYAGE.,161.232.17.28
VOYAGE,v0n0.nic.VOYAGE.,65.22.32.28
VOYAGE,v0n1.nic.VOYAGE.,65.22.33.28
VOYAGE,v0n2.nic.VOYAGE.,65.22.34.28
VOYAGE,v0n3.nic.VOYAGE.,161.232.16.28
WALTER,y.nic.WALTER.,156.154.173.82
WALTER,z.nic.WALTER.,156.154.174.82
WALTER,a.nic.WALTER.,37.209.192.9
WALTER,b.nic.WALTER.,37.209.194.9
WALTER,c.nic.WALTER.,37.209.196.9
WALTER,x.nic.WALTER.,156.154.172.82
WALMART,b0.nic.WALMART.,65.22.113.74
WALMART,c0.nic.WALMART.,65.22.114.74
WALMART,a0.nic.WALMART.,65.22.112.74
WALMART,a2.nic.WALMART.,65.22.115.74
VOLVO,a2.nic.VOLVO.,65.22.115.73
VOLVO,a0.nic.VOLVO.,65.22.112.73
VOLVO,b0.nic.VOLVO.,65.22.113.73
VOLVO,c0.nic.VOLVO.,65.22.114.73
WANG,i.zdnscloud.com.,
WANG,j.zdnscloud.com.,
WANG,a.zdnscloud.com.,203.99.24.1
WANG,b.zdnscloud.com.,203.99.25.1
WANG,c.zdnscloud.com.,203.99.26.1
WANG,d.zdnscloud.com.,203.99.27.1
WANG,f.zdnscloud.com.,116.169.54.111
WANG,g.zdnscloud.com.,223.72.199.37
VN,g.dns-servers.VN.,204.61.216.115
VN,h.dns-servers.VN.,202.47.142.105
VN,a.dns-servers.VN.,194.0.1.18
VN,f.dns-servers.VN.,203.119.68.105
VN,d.dns-servers.VN.,203.119.44.105
VN,b.dns-servers.VN.,203.119.73.105
VN,c.dns-servers.VN.,203.119.38.105
VN,e.dns-servers.VN.,203.119.60.105
WALES,dns4.nic.WALES.,43.230.51.2
WALES,dnsa.nic.WALES.,156.154.100.3
WALES,dnsd.nic.WALES.,156.154.103.3
WALES,dns1.nic.WALES.,213.248.219.2
WALES,dns2.nic.WALES.,103.49.83.2
WALES,dnsc.nic.WALES.,156.154.102.3
WALES,dnsb.nic.WALES.,156.154.101.3
WALES,dns3.nic.WALES.,213.248.223.2
WEATHERCHANNEL,c.nic.WEATHERCHANNEL.,37.209.196.9
WEATHERCHANNEL,ns4.dns.nic.WEATHERCHANNEL.,156.154.156.179
WEATHERCHANNEL,b.nic.WEATHERCHANNEL.,37.209.194.9
WEATHERCHANNEL,ns5.dns.nic.WEATHERCHANNEL.,156.154.157.179
WEATHERCHANNEL,ns6.dns.nic.WEATHERCHANNEL.,156.154.158.179
WEATHERCHANNEL,a.nic.WEATHERCHANNEL.,37.209.192.9
WEATHER,a.nic.WEATHER.,37.209.192.9
WEATHER,ns4.dns.nic.WEATHER.,156.154.156.178
WEATHER,ns5.dns.nic.WEATHER.,156.154.157.178
WEATHER,ns6.dns.nic.WEATHER.,156.154.158.178
WEATHER,c.nic.WEATHER.,37.209.196.9
WEATHER,b.nic.WEATHER.,37.209.194.9
WATCH,v0n2.nic.WATCH.,65.22.34.48
WATCH,v2n0.nic.WATCH.,65.22.35.48
WATCH,v2n1.nic.WATCH.,161.232.17.48
WATCH,v0n0.nic.WATCH.,65.22.32.48
WATCH,v0n3.nic.WATCH.,161.232.16.48
WATCH,v0n1.nic.WATCH.,65.22.33.48
WATCHES,c0.nic.WATCHES.,65.22.206.1
WATCHES,a0.nic.WATCHES.,65.22.204.1
WATCHES,b0.nic.WATCHES.,65.22.205.1
WATCHES,a2.nic.WATCHES.,65.22.207.1
WANGGOU,dns1.nic.WANGGOU.,213.248.218.86
WANGGOU,dnsb.nic.WANGGOU.,156.154.101.3
WANGGOU,dnsd.nic.WANGGOU.,156.154.103.3
WANGGOU,dnsc.nic.WANGGOU.,156.154.102.3
WANGGOU,dnsa.nic.WANGGOU.,156.154.100.3
WANGGOU,dns2.nic.WANGGOU.,103.49.82.86
WANGGOU,dns4.nic.WANGGOU.,43.230.50.86
WANGGOU,dns3.nic.WANGGOU.,213.248.222.86
WEBER,ac2.nstld.com.,192.42.174.30
WEBER,ac4.nstld.com.,192.42.176.30
WEBER,ac1.nstld.com.,192.42.173.30
WEBER,ac3.nstld.com.,192.42.175.30
WEBSITE,f.nic.WEBSITE.,212.18.249.52
WEBSITE,a.nic.WEBSITE.,194.169.218.52
WEBSITE,b.nic.WEBSITE.,185.24.64.52
WEBSITE,e.nic.WEBSITE.,212.18.248.52
WEBCAM,a.nic.WEBCAM.,37.209.192.10
WEBCAM,b.nic.WEBCAM.,37.209.194.10
WEBCAM,c.nic.WEBCAM.,37.209.196.10
WEBCAM,ns1.dns.nic.WEBCAM.,156.154.169.60
WEBCAM,ns2.dns.nic.WEBCAM.,156.154.170.60
WEBCAM,ns3.dns.nic.WEBCAM.,156.154.171.60
WF,d.nic.fr.,194.0.9.1
WF,e.ext.nic.fr.,193.176.144.22
WF,f.ext.nic.fr.,194.146.106.46
WF,g.ext.nic.fr.,194.0.36.1
WHOSWHO,anycast9.irondns.net.,195.253.64.11
WHOSWHO,anycast24.irondns.net.,195.253.65.12
WHOSWHO,anycast10.irondns.net.,195.253.64.12
WHOSWHO,anycast23.irondns.net.,195.253.65.11
WIEN,ns1.ryce-rsp.com.,193.56.204.111
WIEN,dns.ryce-rsp.com.,194.0.11.114
WIEN,ns1.dns.business.,157.90.205.138
WEDDING,z.nic.WEDDING.,156.154.174.82
WEDDING,a.nic.WEDDING.,37.209.192.10
WEDDING,c.nic.WEDDING.,37.209.196.10
WEDDING,x.nic.WEDDING.,156.154.172.82
WEDDING,b.nic.WEDDING.,37.209.194.10
WEDDING,y.nic.WEDDING.,156.154.173.82
WED,dnsa.emdns.uk.,156.154.100.3
WED,dnsb.emdns.uk.,156.154.101.3
